# data log file generated by Analog Flavor - Easy LV | HV																
# connected crate: WIENER MPOD - 4590036																
# connection: snmp://129.57.196.26:161:guru																
# modules:																
#   module0 : E08C0 - 736790 - slot 2																
Time	Vmeas(module0.Channel 0)	Imeas(module0.Channel 0)	Vmeas(module0.Channel 1)	Imeas(module0.Channel 1)	Vmeas(module0.Channel 2)	Imeas(module0.Channel 2)	Vmeas(module0.Channel 3)	Imeas(module0.Channel 3)	Vmeas(module0.Channel 4)	Imeas(module0.Channel 4)	Vmeas(module0.Channel 5)	Imeas(module0.Channel 5)	Vmeas(module0.Channel 6)	Imeas(module0.Channel 6)	Vmeas(module0.Channel 7)	Imeas(module0.Channel 7)
600.733	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.61E-03	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
601.248	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.92E-03	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
601.762	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.93E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
602.270	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.93E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
602.773	-1.46E-01	4.10E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-8.67E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
603.289	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
603.807	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-3.76E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
604.307	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-3.76E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
604.819	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
605.332	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-7.11E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
605.847	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.29E-03	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
606.360	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
606.867	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
607.361	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-5.67E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
607.876	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-5.47E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
608.386	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-8.94E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
608.901	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-8.94E-05	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
609.413	-1.46E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.36E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
609.926	-1.46E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-7.48E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
610.425	-1.45E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.14E-03	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
610.936	-1.45E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.95E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
611.449	-1.45E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.95E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
611.964	-1.45E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.36E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
612.473	-1.45E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.52E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	0.00E+00	-3.74E+03	7.63E-04
612.986	-1.45E-01	4.09E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.55E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	1.56E-11	-3.74E+03	7.63E-04
613.496	-1.45E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.55E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	1.56E-11	-3.74E+03	7.63E-04
614.011	-1.45E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	1.32E-10	-3.74E+03	7.63E-04
614.522	-1.45E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	1.32E-10	-3.74E+03	7.63E-04
615.036	-1.45E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-5.81E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	1.85E-10	-3.74E+03	7.63E-04
615.539	-1.45E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.54E-04	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	2.35E-10	-3.74E+03	7.63E-04
616.055	-1.45E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.42E-03	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	2.70E-10	-3.74E+03	7.63E-04
616.560	-1.45E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.42E-03	0.00E+00	-3.74E+03	7.60E-04	-3.82E-01	2.70E-10	-3.74E+03	7.63E-04
617.076	-1.47E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.83E-03	0.00E+00	-3.74E+03	7.60E-04	-1.61E+01	3.15E-10	-3.74E+03	7.63E-04
617.587	-1.50E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.82E-03	0.00E+00	-3.74E+03	7.60E-04	-2.98E+01	7.00E-06	-3.74E+03	7.63E-04
618.087	-1.59E-01	4.03E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-9.63E-03	0.00E+00	-3.74E+03	7.60E-04	-6.83E+01	1.32E-05	-3.74E+03	7.63E-04
618.603	-1.66E-01	4.01E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.38E-02	0.00E+00	-3.74E+03	7.60E-04	-1.08E+02	2.12E-05	-3.74E+03	7.63E-04
619.108	-1.66E-01	4.01E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.38E-02	0.00E+00	-3.74E+03	7.60E-04	-1.08E+02	2.12E-05	-3.74E+03	7.63E-04
619.626	-1.83E-01	4.02E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.10E-02	0.00E+00	-3.74E+03	7.60E-04	-1.78E+02	3.55E-05	-3.74E+03	7.63E-04
620.128	-1.83E-01	4.02E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.10E-02	0.00E+00	-3.74E+03	7.60E-04	-1.78E+02	3.55E-05	-3.74E+03	7.63E-04
620.643	-1.90E-01	4.01E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.55E-02	0.00E+00	-3.74E+03	7.60E-04	-2.17E+02	4.36E-05	-3.74E+03	7.63E-04
621.156	-1.98E-01	3.99E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.92E-02	0.00E+00	-3.74E+03	7.60E-04	-2.57E+02	5.15E-05	-3.74E+03	7.63E-04
621.669	-2.03E-01	3.98E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-3.20E-02	0.00E+00	-3.74E+03	7.60E-04	-2.88E+02	5.99E-05	-3.74E+03	7.63E-04
622.183	-2.03E-01	3.98E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-3.20E-02	0.00E+00	-3.74E+03	7.60E-04	-2.88E+02	5.99E-05	-3.74E+03	7.63E-04
622.678	-2.09E-01	3.98E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-3.59E-02	0.00E+00	-3.74E+03	7.60E-04	-3.28E+02	6.78E-05	-3.74E+03	7.63E-04
623.178	-2.16E-01	3.96E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-3.90E-02	0.00E+00	-3.74E+03	7.60E-04	-3.67E+02	7.59E-05	-3.74E+03	7.63E-04
623.693	-2.22E-01	3.98E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.17E-02	0.00E+00	-3.74E+03	7.60E-04	-4.08E+02	8.44E-05	-3.74E+03	7.63E-04
624.194	-2.28E-01	3.98E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.38E-02	0.00E+00	-3.74E+03	7.60E-04	-4.44E+02	8.44E-05	-3.74E+03	7.63E-04
624.697	-2.28E-01	3.98E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.38E-02	0.00E+00	-3.74E+03	7.60E-04	-4.44E+02	8.82E-05	-3.74E+03	7.63E-04
625.209	-2.25E-01	3.99E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.06E-05	-3.74E+03	7.63E-04
625.724	-2.19E-01	4.00E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-8.82E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
626.237	-2.14E-01	4.01E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.84E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
626.747	-2.14E-01	4.01E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.84E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
627.256	-2.11E-01	4.01E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.37E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
627.766	-2.07E-01	4.02E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-3.03E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
628.282	-2.03E-01	4.02E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-7.30E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
628.798	-2.03E-01	4.02E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-7.30E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
629.306	-1.99E-01	4.02E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.00E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
629.826	-1.96E-01	4.03E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.31E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
630.341	-1.93E-01	4.03E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-5.81E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
630.846	-1.90E-01	4.03E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.01E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
631.360	-1.90E-01	4.03E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.01E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
631.878	-1.87E-01	4.05E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
632.386	-1.84E-01	4.04E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-7.67E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
632.889	-1.81E-01	4.05E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.71E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
633.390	-1.81E-01	4.05E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.71E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
633.905	-1.79E-01	4.05E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.83E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
634.419	-1.77E-01	4.05E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.71E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
634.928	-1.75E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.70E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
635.420	-1.74E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-7.39E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
635.933	-1.74E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-7.39E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
636.436	-1.71E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-5.15E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
636.948	-1.71E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.36E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
637.449	-1.70E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.45E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
637.965	-1.68E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.45E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
638.465	-1.68E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.13E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
638.967	-1.68E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.13E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
639.481	-1.66E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.46E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
640.001	-1.65E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
640.496	-1.64E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	0.00E+00	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
641.010	-1.62E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-3.92E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
641.511	-1.62E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-3.92E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
642.016	-1.62E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-9.46E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
642.523	-1.61E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.57E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
643.029	-1.60E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-6.62E-05	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
643.535	-1.60E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-6.62E-05	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
644.043	-1.59E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-6.19E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
644.541	-1.58E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.00E-09	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
645.056	-1.57E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-6.62E-05	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
645.551	-1.57E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-8.93E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
646.060	-1.57E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-8.93E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
646.561	-1.56E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-5.01E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
647.070	-1.55E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.23E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
647.579	-1.55E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.23E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
648.080	-1.54E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.77E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
648.580	-1.54E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.34E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
649.085	-1.53E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-3.04E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
649.600	-1.53E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-3.88E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
650.099	-1.53E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.31E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
650.603	-1.53E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-4.31E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
651.117	-1.52E-01	4.06E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-6.62E-05	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
651.624	-1.52E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-6.37E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
652.134	-1.52E-01	4.07E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.57E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
652.655	-1.51E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.06E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
653.150	-1.51E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.06E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
653.653	-1.51E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-9.39E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
654.160	-1.50E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-2.18E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
654.675	-1.50E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-8.44E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
655.188	-1.50E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-8.44E-04	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
655.702	-1.49E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.26E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
656.208	-1.49E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.92E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
656.716	-1.49E-01	4.08E-08	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-9.01E-01	0.00E+00	-1.92E-03	0.00E+00	-3.74E+03	7.60E-04	-4.45E+02	9.07E-05	-3.74E+03	7.63E-04
